Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
98.1,2025-04-08,Tuesday,13:30:00,1.81,0.1,CE,1600.0,Sell,2025-04-08,Tuesday,17:25:00,0.01,0.18000000000000002,99.4475138121547,2025-04-08,,,Exit Condition Met For Trade
98.2,2025-04-08,Tuesday,13:30:00,5.79,0.1,PE,1560.0,Sell,2025-04-08,Tuesday,17:25:00,0.01,0.5780000000000001,99.82728842832469,2025-04-08,,,Exit Condition Met For Trade
99,2025-04-09,,13:30:00,1483.38,,,,,2025-04-09,,17:25:00,1453.32,0.5599999999999999,,,1.0090000000000001,-0.009999999999999787,Exit Condition Met For Trade
99.1,2025-04-09,Wednesday,13:30:00,7.24,0.1,CE,1500.0,Sell,2025-04-09,Wednesday,17:25:00,0.01,0.7230000000000001,99.86187845303867,2025-04-09,,,Exit Condition Met For Trade
99.2,2025-04-09,Wednesday,13:30:00,4.9,0.1,PE,1460.0,Sell,2025-04-09,Wednesday,17:25:00,6.49,-0.159,-32.44897959183673,2025-04-09,,,Exit Condition Met For Trade
100,2025-04-10,,13:30:00,1595.78,,,,,2025-04-10,,17:25:00,1590.07,0.8500000000000001,,,0.8500000000000001,-0.129,Exit Condition Met For Trade
100.1,2025-04-10,Thursday,13:30:00,3.17,0.1,CE,1620.0,Sell,2025-04-10,Thursday,17:25:00,0.01,0.31600000000000006,99.6845425867508,2025-04-10,,,Exit Condition Met For Trade
100.2,2025-04-10,Thursday,13:30:00,5.33,0.1,PE,1580.0,Sell,2025-04-10,Thursday,17:25:00,0.01,0.532,99.81238273921201,2025-04-10,,,Exit Condition Met For Trade
101,2025-04-11,,13:30:00,1552.94,,,,,2025-04-11,,17:25:00,1556.88,0.8500000000000001,,,0.8500000000000001,-1.2400000000000002,Exit Condition Met For Trade
101.1,2025-04-11,Friday,13:30:00,5.82,0.1,CE,1560.0,Sell,2025-04-11,Friday,17:25:00,1.25,0.4570000000000001,78.52233676975945,2025-04-11,,,Exit Condition Met For Trade
101.2,2025-04-11,Friday,13:30:00,3.89,0.1,PE,1540.0,Sell,2025-04-11,Friday,17:25:00,0.01,0.38800000000000007,99.74293059125965,2025-04-11,,,Exit Condition Met For Trade
102,2025-04-12,,13:30:00,1582.1,,,,,2025-04-12,,17:25:00,1595.31,0.25,,,0.25,-0.627,Exit Condition Met For Trade
102.1,2025-04-12,Saturday,13:30:00,1.81,0.1,CE,1600.0,Sell,2025-04-12,Saturday,17:25:00,0.01,0.18000000000000002,99.4475138121547,2025-04-12,,,Exit Condition Met For Trade
102.2,2025-04-12,Saturday,13:30:00,0.67,0.1,PE,1560.0,Sell,2025-04-12,Saturday,17:25:00,0.01,0.066,98.50746268656715,2025-04-12,,,Exit Condition Met For Trade
103,2025-04-13,,13:30:00,1613.49,,,,,2025-04-13,,17:25:00,1600.05,0.6,,,0.6,-0.04800000000000004,Exit Condition Met For Trade
103.1,2025-04-13,Sunday,13:30:00,1.02,0.1,CE,1640.0,Sell,2025-04-13,Sunday,17:25:00,0.01,0.101,99.01960784313725,2025-04-13,,,Exit Condition Met For Trade
103.2,2025-04-13,Sunday,13:30:00,5.08,0.1,PE,1600.0,Sell,2025-04-13,Sunday,17:25:00,0.09,0.49900000000000005,98.22834645669292,2025-04-13,,,Exit Condition Met For Trade
104,2025-04-14,,13:30:00,1635.71,,,,,2025-04-14,,17:25:00,1675.45,-0.92,,,0.47100000000000003,-2.128,Exit Condition Met For Trade
104.1,2025-04-14,Monday,13:30:00,2.51,0.1,CE,1660.0,Sell,2025-04-14,Monday,17:25:00,15.68,-1.3170000000000002,-524.7011952191235,2025-04-14,,,Exit Condition Met For Trade
104.2,2025-04-14,Monday,13:30:00,4.0,0.1,PE,1620.0,Sell,2025-04-14,Monday,17:25:00,0.01,0.399,99.75,2025-04-14,,,Exit Condition Met For Trade
105,2025-04-15,,13:30:00,1645.0,,,,,2025-04-15,,17:25:00,1631.01,0.43,,,0.43800000000000006,-0.08299999999999996,Exit Condition Met For Trade
105.1,2025-04-15,Tuesday,13:30:00,3.24,0.1,CE,1660.0,Sell,2025-04-15,Tuesday,17:25:00,0.01,0.32300000000000006,99.69135802469137,2025-04-15,,,Exit Condition Met For Trade
105.2,2025-04-15,Tuesday,13:30:00,1.16,0.1,PE,1620.0,Sell,2025-04-15,Tuesday,17:25:00,0.02,0.11399999999999999,98.27586206896551,2025-04-15,,,Exit Condition Met For Trade
106,2025-04-16,,13:30:00,1564.32,,,,,2025-04-16,,17:25:00,1583.6,0.29000000000000004,,,0.36200000000000004,-0.4650000000000001,Exit Condition Met For Trade
106.1,2025-04-16,Wednesday,13:30:00,3.06,0.1,CE,1580.0,Sell,2025-04-16,Wednesday,17:25:00,1.36,0.17,55.55555555555556,2025-04-16,,,Exit Condition Met For Trade
106.2,2025-04-16,Wednesday,13:30:00,1.16,0.1,PE,1540.0,Sell,2025-04-16,Wednesday,17:25:00,0.01,0.11499999999999999,99.13793103448275,2025-04-16,,,Exit Condition Met For Trade
107,2025-04-17,,13:30:00,1601.79,,,,,2025-04-17,,17:25:00,1595.11,0.38,,,0.381,-0.013000000000000012,Exit Condition Met For Trade
107.1,2025-04-17,Thursday,13:30:00,2.69,0.1,CE,1620.0,Sell,2025-04-17,Thursday,17:25:00,0.01,0.268,99.62825278810409,2025-04-17,,,Exit Condition Met For Trade
107.2,2025-04-17,Thursday,13:30:00,1.14,0.1,PE,1580.0,Sell,2025-04-17,Thursday,17:25:00,0.01,0.11299999999999999,99.12280701754385,2025-04-17,,,Exit Condition Met For Trade
108,2025-04-18,,13:30:00,1584.28,,,,,2025-04-18,,17:25:00,1590.49,0.2,,,0.207,-0.06800000000000003,Exit Condition Met For Trade
108.1,2025-04-18,Friday,13:30:00,1.43,0.1,CE,1600.0,Sell,2025-04-18,Friday,17:25:00,0.01,0.142,99.3006993006993,2025-04-18,,,Exit Condition Met For Trade
108.2,2025-04-18,Friday,13:30:00,0.66,0.1,PE,1560.0,Sell,2025-04-18,Friday,17:25:00,0.01,0.065,98.48484848484848,2025-04-18,,,Exit Condition Met For Trade
109,2025-04-19,,13:30:00,1600.92,,,,,2025-04-19,,17:25:00,1596.04,0.13,,,0.13,-0.05200000000000002,Exit Condition Met For Trade
109.1,2025-04-19,Saturday,13:30:00,0.99,0.1,CE,1620.0,Sell,2025-04-19,Saturday,17:25:00,0.01,0.098,98.98989898989899,2025-04-19,,,Exit Condition Met For Trade
109.2,2025-04-19,Saturday,13:30:00,0.32,0.1,PE,1580.0,Sell,2025-04-19,Saturday,17:25:00,0.01,0.031,96.875,2025-04-19,,,Exit Condition Met For Trade
110,2025-04-20,,13:30:00,1597.53,,,,,2025-04-20,,17:25:00,1569.77,-0.76,,,0.09500000000000003,-0.8389999999999999,Exit Condition Met For Trade
110.1,2025-04-20,Sunday,13:30:00,0.52,0.1,CE,1620.0,Sell,2025-04-20,Sunday,17:25:00,0.01,0.051000000000000004,98.07692307692308,2025-04-20,,,Exit Condition Met For Trade
110.2,2025-04-20,Sunday,13:30:00,1.1,0.1,PE,1580.0,Sell,2025-04-20,Sunday,17:25:00,9.17,-0.807,-733.6363636363636,2025-04-20,,,Exit Condition Met For Trade
111,2025-04-21,,13:30:00,1645.88,,,,,2025-04-21,,17:25:00,1624.99,0.36000000000000004,,,0.36600000000000005,-0.06,Exit Condition Met For Trade
111.1,2025-04-21,Monday,13:30:00,2.77,0.1,CE,1660.0,Sell,2025-04-21,Monday,17:25:00,0.01,0.276,99.63898916967509,2025-04-21,,,Exit Condition Met For Trade
111.2,2025-04-21,Monday,13:30:00,0.91,0.1,PE,1620.0,Sell,2025-04-21,Monday,17:25:00,0.13,0.07800000000000001,85.71428571428571,2025-04-21,,,Exit Condition Met For Trade
112,2025-04-22,,13:30:00,1619.22,,,,,2025-04-22,,17:25:00,1629.15,0.53,,,0.53,-0.08100000000000007,Exit Condition Met For Trade
112.1,2025-04-22,Tuesday,13:30:00,2.03,0.1,CE,1640.0,Sell,2025-04-22,Tuesday,17:25:00,0.05,0.19799999999999998,97.53694581280787,2025-04-22,,,Exit Condition Met For Trade
112.2,2025-04-22,Tuesday,13:30:00,3.28,0.1,PE,1600.0,Sell,2025-04-22,Tuesday,17:25:00,0.01,0.327,99.69512195121952,2025-04-22,,,Exit Condition Met For Trade
113,2025-04-23,,13:30:00,1792.14,,,,,2025-04-23,,17:25:00,1795.2,0.76,,,0.76,-0.09600000000000009,Exit Condition Met For Trade
113.1,2025-04-23,Wednesday,13:30:00,2.21,0.1,CE,1820.0,Sell,2025-04-23,Wednesday,17:25:00,0.01,0.22000000000000003,99.54751131221721,2025-04-23,,,Exit Condition Met For Trade
113.2,2025-04-23,Wednesday,13:30:00,5.4,0.1,PE,1780.0,Sell,2025-04-23,Wednesday,17:25:00,0.01,0.539,99.81481481481481,2025-04-23,,,Exit Condition Met For Trade
114,2025-04-24,,13:30:00,1756.22,,,,,2025-04-24,,17:25:00,1752.58,0.51,,,0.52,-1.2930000000000001,Exit Condition Met For Trade
114.1,2025-04-24,Thursday,13:30:00,1.46,0.1,CE,1780.0,Sell,2025-04-24,Thursday,17:25:00,0.01,0.145,99.31506849315069,2025-04-24,,,Exit Condition Met For Trade
114.2,2025-04-24,Thursday,13:30:00,3.84,0.1,PE,1740.0,Sell,2025-04-24,Thursday,17:25:00,0.17,0.367,95.57291666666667,2025-04-24,,,Exit Condition Met For Trade
115,2025-04-25,,13:30:00,1777.25,,,,,2025-04-25,,17:25:00,1784.4,0.59,,,0.5960000000000001,-0.06399999999999983,Exit Condition Met For Trade
115.1,2025-04-25,Friday,13:30:00,2.93,0.1,CE,1800.0,Sell,2025-04-25,Friday,17:25:00,0.01,0.29200000000000004,99.65870307167236,2025-04-25,,,Exit Condition Met For Trade
115.2,2025-04-25,Friday,13:30:00,3.05,0.1,PE,1760.0,Sell,2025-04-25,Friday,17:25:00,0.01,0.30400000000000005,99.672131147541,2025-04-25,,,Exit Condition Met For Trade
116,2025-04-26,,13:30:00,1800.32,,,,,2025-04-26,,17:25:00,1784.59,0.27,,,0.274,-1.645,Exit Condition Met For Trade
116.1,2025-04-26,Saturday,13:30:00,2.02,0.1,CE,1820.0,Sell,2025-04-26,Saturday,17:25:00,0.01,0.20100000000000004,99.50495049504951,2025-04-26,,,Exit Condition Met For Trade
116.2,2025-04-26,Saturday,13:30:00,0.74,0.1,PE,1780.0,Sell,2025-04-26,Saturday,17:25:00,0.01,0.073,98.64864864864865,2025-04-26,,,Exit Condition Met For Trade
117,2025-04-27,,13:30:00,1803.85,,,,,2025-04-27,,17:25:00,1807.98,0.47,,,0.47,-0.18500000000000005,Exit Condition Met For Trade
117.1,2025-04-27,Sunday,13:30:00,3.03,0.1,CE,1820.0,Sell,2025-04-27,Sunday,17:25:00,0.01,0.30200000000000005,99.66996699669967,2025-04-27,,,Exit Condition Met For Trade
117.2,2025-04-27,Sunday,13:30:00,1.67,0.1,PE,1780.0,Sell,2025-04-27,Sunday,17:25:00,0.01,0.166,99.40119760479043,2025-04-27,,,Exit Condition Met For Trade
118,2025-04-28,,13:30:00,1804.8,,,,,2025-04-28,,17:25:00,1817.01,0.41000000000000003,,,0.427,-0.08800000000000008,Exit Condition Met For Trade
118.1,2025-04-28,Monday,13:30:00,3.52,0.1,CE,1820.0,Sell,2025-04-28,Monday,17:25:00,0.93,0.259,73.57954545454545,2025-04-28,,,Exit Condition Met For Trade
118.2,2025-04-28,Monday,13:30:00,1.5,0.1,PE,1780.0,Sell,2025-04-28,Monday,17:25:00,0.01,0.149,99.33333333333333,2025-04-28,,,Exit Condition Met For Trade
119,2025-04-29,,13:30:00,1821.6,,,,,2025-04-29,,17:25:00,1828.91,0.43000000000000005,,,0.43000000000000005,-0.2690000000000001,Exit Condition Met For Trade
119.1,2025-04-29,Tuesday,13:30:00,2.82,0.1,CE,1840.0,Sell,2025-04-29,Tuesday,17:25:00,0.02,0.27999999999999997,99.29078014184398,2025-04-29,,,Exit Condition Met For Trade
119.2,2025-04-29,Tuesday,13:30:00,1.5,0.1,PE,1800.0,Sell,2025-04-29,Tuesday,17:25:00,0.01,0.149,99.33333333333333,2025-04-29,,,Exit Condition Met For Trade
120,2025-04-30,,13:30:00,1796.56,,,,,2025-04-30,,17:25:00,1813.97,0.31000000000000005,,,0.31000000000000005,-0.007000000000000006,Exit Condition Met For Trade
120.1,2025-04-30,Wednesday,13:30:00,1.36,0.1,CE,1820.0,Sell,2025-04-30,Wednesday,17:25:00,0.01,0.135,99.26470588235293,2025-04-30,,,Exit Condition Met For Trade
120.2,2025-04-30,Wednesday,13:30:00,1.68,0.1,PE,1780.0,Sell,2025-04-30,Wednesday,17:25:00,0.01,0.167,99.40476190476191,2025-04-30,,,Exit Condition Met For Trade
121,2025-05-01,,13:30:00,1810.5,,,,,2025-05-01,,17:25:00,1845.03,0.02999999999999997,,,0.18100000000000005,-1.52,Exit Condition Met For Trade
121.1,2025-05-01,Thursday,13:30:00,0.55,0.1,CE,1840.0,Sell,2025-05-01,Thursday,17:25:00,3.34,-0.279,-507.27272727272725,2025-05-01,,,Exit Condition Met For Trade
121.2,2025-05-01,Thursday,13:30:00,3.06,0.1,PE,1800.0,Sell,2025-05-01,Thursday,17:25:00,0.01,0.30500000000000005,99.67320261437908,2025-05-01,,,Exit Condition Met For Trade
122,2025-05-02,,13:30:00,1816.27,,,,,2025-05-02,,17:25:00,1832.57,0.5599999999999999,,,0.5670000000000001,-0.03300000000000003,Exit Condition Met For Trade
122.1,2025-05-02,Friday,13:30:00,2.15,0.1,CE,1840.0,Sell,2025-05-02,Friday,17:25:00,0.03,0.21200000000000002,98.6046511627907,2025-05-02,,,Exit Condition Met For Trade
122.2,2025-05-02,Friday,13:30:00,3.54,0.1,PE,1800.0,Sell,2025-05-02,Friday,17:25:00,0.01,0.35300000000000004,99.71751412429379,2025-05-02,,,Exit Condition Met For Trade
123,2025-05-03,,13:30:00,1826.55,,,,,2025-05-03,,17:25:00,1824.48,0.18,,,0.18300000000000002,-0.024999999999999967,Exit Condition Met For Trade
123.1,2025-05-03,Saturday,13:30:00,1.55,0.1,CE,1840.0,Sell,2025-05-03,Saturday,17:25:00,0.01,0.15400000000000003,99.35483870967742,2025-05-03,,,Exit Condition Met For Trade
123.2,2025-05-03,Saturday,13:30:00,0.3,0.1,PE,1800.0,Sell,2025-05-03,Saturday,17:25:00,0.01,0.028999999999999998,96.66666666666666,2025-05-03,,,Exit Condition Met For Trade
124,2025-05-04,,13:30:00,1840.95,,,,,2025-05-04,,17:25:00,1827.92,0.13,,,0.13,-0.124,Exit Condition Met For Trade
124.1,2025-05-04,Sunday,13:30:00,0.97,0.1,CE,1860.0,Sell,2025-05-04,Sunday,17:25:00,0.01,0.096,98.96907216494846,2025-05-04,,,Exit Condition Met For Trade
124.2,2025-05-04,Sunday,13:30:00,0.32,0.1,PE,1820.0,Sell,2025-05-04,Sunday,17:25:00,0.01,0.031,96.875,2025-05-04,,,Exit Condition Met For Trade
125,2025-05-05,,13:30:00,1826.59,,,,,2025-05-05,,17:25:00,1805.6,0.33,,,0.35100000000000003,-0.02300000000000002,Exit Condition Met For Trade
125.1,2025-05-05,Monday,13:30:00,2.68,0.1,CE,1840.0,Sell,2025-05-05,Monday,17:25:00,0.01,0.26700000000000007,99.62686567164181,2025-05-05,,,Exit Condition Met For Trade
125.2,2025-05-05,Monday,13:30:00,0.85,0.1,PE,1800.0,Sell,2025-05-05,Monday,17:25:00,0.24,0.061,71.76470588235294,2025-05-05,,,Exit Condition Met For Trade
126,2025-05-06,,13:30:00,1805.99,,,,,2025-05-06,,17:25:00,1763.25,-0.45999999999999996,,,0.18000000000000002,-0.49700000000000005,Exit Condition Met For Trade
126.1,2025-05-06,Tuesday,13:30:00,1.58,0.1,CE,1820.0,Sell,2025-05-06,Tuesday,17:25:00,0.01,0.15700000000000003,99.36708860759494,2025-05-06,,,Exit Condition Met For Trade
126.2,2025-05-06,Tuesday,13:30:00,0.59,0.1,PE,1780.0,Sell,2025-05-06,Tuesday,17:25:00,6.81,-0.622,-1054.2372881355932,2025-05-06,,,Exit Condition Met For Trade
127,2025-05-07,,13:30:00,1838.18,,,,,2025-05-07,,17:25:00,1835.09,0.25,,,0.254,-0.0050000000000000044,Exit Condition Met For Trade
127.1,2025-05-07,Wednesday,13:30:00,1.24,0.1,CE,1860.0,Sell,2025-05-07,Wednesday,17:25:00,0.01,0.123,99.19354838709677,2025-05-07,,,Exit Condition Met For Trade
127.2,2025-05-07,Wednesday,13:30:00,1.32,0.1,PE,1820.0,Sell,2025-05-07,Wednesday,17:25:00,0.01,0.131,99.24242424242424,2025-05-07,,,Exit Condition Met For Trade
128,2025-05-08,,13:30:00,1928.47,,,,,2025-05-08,,17:25:00,1955.86,-0.29000000000000004,,,0.35,-1.5069999999999997,Exit Condition Met For Trade
128.1,2025-05-08,Thursday,13:30:00,6.53,0.1,CE,1940.0,Sell,2025-05-08,Thursday,17:25:00,11.86,-0.5329999999999999,-81.62327718223581,2025-05-08,,,Exit Condition Met For Trade
128.2,2025-05-08,Thursday,13:30:00,2.38,0.1,PE,1900.0,Sell,2025-05-08,Thursday,17:25:00,0.01,0.23700000000000002,99.57983193277312,2025-05-08,,,Exit Condition Met For Trade
129,2025-05-09,,13:30:00,2364.33,,,,,2025-05-09,,17:25:00,2345.49,2.27,,,2.27,-7.82,Exit Condition Met For Trade
129.1,2025-05-09,Friday,13:30:00,13.39,0.1,CE,2380.0,Sell,2025-05-09,Friday,17:25:00,0.04,1.3350000000000002,99.70126960418224,2025-05-09,,,Exit Condition Met For Trade
129.2,2025-05-09,Friday,13:30:00,9.33,0.1,PE,2340.0,Sell,2025-05-09,Friday,17:25:00,0.02,0.931,99.78563772775992,2025-05-09,,,Exit Condition Met For Trade
130,2025-05-10,,13:30:00,2399.91,,,,,2025-05-10,,17:25:00,2388.68,0.9199999999999999,,,0.9440000000000001,-1.1910000000000003,Exit Condition Met For Trade
130.1,2025-05-10,Saturday,13:30:00,4.12,0.1,CE,2420.0,Sell,2025-05-10,Saturday,17:25:00,0.01,0.41100000000000003,99.75728155339807,2025-05-10,,,Exit Condition Met For Trade
130.2,2025-05-10,Saturday,13:30:00,5.35,0.1,PE,2380.0,Sell,2025-05-10,Saturday,17:25:00,0.28,0.507,94.76635514018692,2025-05-10,,,Exit Condition Met For Trade
131,2025-05-11,,13:30:00,2473.28,,,,,2025-05-11,,17:25:00,2524.99,-0.27,,,0.6719999999999999,-0.9430000000000003,Exit Condition Met For Trade
131.1,2025-05-11,Sunday,13:30:00,6.41,0.1,CE,2500.0,Sell,2025-05-11,Sunday,17:25:00,19.61,-1.32,-205.92823712948518,2025-05-11,,,Exit Condition Met For Trade
131.2,2025-05-11,Sunday,13:30:00,10.46,0.1,PE,2460.0,Sell,2025-05-11,Sunday,17:25:00,0.01,1.0450000000000002,99.90439770554492,2025-05-11,,,Exit Condition Met For Trade
132,2025-05-12,,13:30:00,2554.71,,,,,2025-05-12,,17:25:00,2533.63,2.2,,,2.2020000000000004,-0.18199999999999994,Exit Condition Met For Trade
132.1,2025-05-12,Monday,13:30:00,9.49,0.1,CE,2580.0,Sell,2025-05-12,Monday,17:25:00,0.01,0.9480000000000001,99.89462592202318,2025-05-12,,,Exit Condition Met For Trade
132.2,2025-05-12,Monday,13:30:00,12.55,0.1,PE,2540.0,Sell,2025-05-12,Monday,17:25:00,0.01,1.2540000000000002,99.92031872509959,2025-05-12,,,Exit Condition Met For Trade
133,2025-05-13,,13:30:00,2461.03,,,,,2025-05-13,,17:25:00,2510.13,-2.2800000000000002,,,0.4580000000000001,-2.873,Exit Condition Met For Trade
133.1,2025-05-13,Tuesday,13:30:00,4.32,0.1,CE,2480.0,Sell,2025-05-13,Tuesday,17:25:00,31.1,-2.6780000000000004,-619.9074074074074,2025-05-13,,,Exit Condition Met For Trade
133.2,2025-05-13,Tuesday,13:30:00,4.05,0.1,PE,2440.0,Sell,2025-05-13,Tuesday,17:25:00,0.01,0.404,99.75308641975309,2025-05-13,,,Exit Condition Met For Trade
134,2025-05-14,,13:30:00,2640.47,,,,,2025-05-14,,17:25:00,2621.24,1.35,,,1.35,-2.685,Exit Condition Met For Trade
134.1,2025-05-14,Wednesday,13:30:00,6.97,0.1,CE,2660.0,Sell,2025-05-14,Wednesday,17:25:00,0.01,0.6960000000000001,99.85652797704448,2025-05-14,,,Exit Condition Met For Trade
134.2,2025-05-14,Wednesday,13:30:00,6.74,0.1,PE,2620.0,Sell,2025-05-14,Wednesday,17:25:00,0.22,0.6520000000000001,96.73590504451039,2025-05-14,,,Exit Condition Met For Trade
135,2025-05-15,,13:30:00,2530.79,,,,,2025-05-15,,17:25:00,2552.81,1.3199999999999998,,,1.3199999999999998,-0.2759999999999998,Exit Condition Met For Trade
135.1,2025-05-15,Thursday,13:30:00,3.77,0.1,CE,2560.0,Sell,2025-05-15,Thursday,17:25:00,0.08,0.369,97.87798408488064,2025-05-15,,,Exit Condition Met For Trade
135.2,2025-05-15,Thursday,13:30:00,9.48,0.1,PE,2520.0,Sell,2025-05-15,Thursday,17:25:00,0.01,0.9470000000000001,99.89451476793249,2025-05-15,,,Exit Condition Met For Trade
136,2025-05-16,,13:30:00,2601.29,,,,,2025-05-16,,17:25:00,2622.12,1.1300000000000001,,,1.1300000000000001,-1.0,Exit Condition Met For Trade
136.1,2025-05-16,Friday,13:30:00,10.45,0.1,CE,2620.0,Sell,2025-05-16,Friday,17:25:00,3.71,0.6739999999999999,64.49760765550239,2025-05-16,,,Exit Condition Met For Trade
136.2,2025-05-16,Friday,13:30:00,4.63,0.1,PE,2580.0,Sell,2025-05-16,Friday,17:25:00,0.01,0.462,99.78401727861771,2025-05-16,,,Exit Condition Met For Trade
137,2025-05-17,,13:30:00,2492.86,,,,,2025-05-17,,17:25:00,2484.0,0.8699999999999999,,,0.8699999999999999,-0.678,Exit Condition Met For Trade
137.1,2025-05-17,Saturday,13:30:00,2.87,0.1,CE,2520.0,Sell,2025-05-17,Saturday,17:25:00,0.01,0.28600000000000003,99.65156794425089,2025-05-17,,,Exit Condition Met For Trade
137.2,2025-05-17,Saturday,13:30:00,5.86,0.1,PE,2480.0,Sell,2025-05-17,Saturday,17:25:00,0.11,0.5750000000000001,98.12286689419794,2025-05-17,,,Exit Condition Met For Trade
138,2025-05-18,,13:30:00,2509.59,,,,,2025-05-18,,17:25:00,2501.2,0.65,,,0.656,-0.683,Exit Condition Met For Trade
138.1,2025-05-18,Sunday,13:30:00,5.44,0.1,CE,2520.0,Sell,2025-05-18,Sunday,17:25:00,0.02,0.5420000000000001,99.63235294117648,2025-05-18,,,Exit Condition Met For Trade
138.2,2025-05-18,Sunday,13:30:00,1.15,0.1,PE,2480.0,Sell,2025-05-18,Sunday,17:25:00,0.01,0.11399999999999999,99.13043478260869,2025-05-18,,,Exit Condition Met For Trade
139,2025-05-19,,13:30:00,2403.82,,,,,2025-05-19,,17:25:00,2419.18,1.65,,,1.6540000000000001,-0.27,Exit Condition Met For Trade
139.1,2025-05-19,Monday,13:30:00,9.74,0.1,CE,2420.0,Sell,2025-05-19,Monday,17:25:00,0.01,0.9730000000000001,99.89733059548254,2025-05-19,,,Exit Condition Met For Trade
139.2,2025-05-19,Monday,13:30:00,6.82,0.1,PE,2380.0,Sell,2025-05-19,Monday,17:25:00,0.01,0.681,99.85337243401759,2025-05-19,,,Exit Condition Met For Trade
140,2025-05-20,,13:30:00,2532.23,,,,,2025-05-20,,17:25:00,2511.86,0.49,,,0.629,-1.3829999999999998,Exit Condition Met For Trade
140.1,2025-05-20,Tuesday,13:30:00,3.69,0.1,CE,2560.0,Sell,2025-05-20,Tuesday,17:25:00,0.01,0.36800000000000005,99.7289972899729,2025-05-20,,,Exit Condition Met For Trade
140.2,2025-05-20,Tuesday,13:30:00,7.82,0.1,PE,2520.0,Sell,2025-05-20,Tuesday,17:25:00,6.61,0.121,15.47314578005115,2025-05-20,,,Exit Condition Met For Trade
141,2025-05-21,,13:30:00,2551.77,,,,,2025-05-21,,17:25:00,2537.73,1.3599999999999999,,,1.362,-1.1600000000000004,Exit Condition Met For Trade
141.1,2025-05-21,Wednesday,13:30:00,4.78,0.1,CE,2580.0,Sell,2025-05-21,Wednesday,17:25:00,0.01,0.4770000000000001,99.79079497907951,2025-05-21,,,Exit Condition Met For Trade
141.2,2025-05-21,Wednesday,13:30:00,8.86,0.1,PE,2540.0,Sell,2025-05-21,Wednesday,17:25:00,0.01,0.885,99.88713318284425,2025-05-21,,,Exit Condition Met For Trade
142,2025-05-22,,13:30:00,2635.28,,,,,2025-05-22,,17:25:00,2659.4,1.92,,,1.92,-1.7339999999999998,Exit Condition Met For Trade
142.1,2025-05-22,Thursday,13:30:00,7.86,0.1,CE,2660.0,Sell,2025-05-22,Thursday,17:25:00,0.01,0.7850000000000001,99.87277353689566,2025-05-22,,,Exit Condition Met For Trade
142.2,2025-05-22,Thursday,13:30:00,11.3,0.1,PE,2620.0,Sell,2025-05-22,Thursday,17:25:00,0.01,1.1290000000000002,99.91150442477876,2025-05-22,,,Exit Condition Met For Trade
143,2025-05-23,,13:30:00,2655.43,,,,,2025-05-23,,17:25:00,2577.21,-1.1,,,1.615,-1.3130000000000002,Exit Condition Met For Trade
143.1,2025-05-23,Friday,13:30:00,5.74,0.1,CE,2680.0,Sell,2025-05-23,Friday,17:25:00,0.01,0.5730000000000001,99.82578397212544,2025-05-23,,,Exit Condition Met For Trade
143.2,2025-05-23,Friday,13:30:00,12.44,0.1,PE,2650.0,Sell,2025-05-23,Friday,17:25:00,29.15,-1.6710000000000003,-134.32475884244374,2025-05-23,,,Exit Condition Met For Trade
144,2025-05-24,,13:30:00,2547.14,,,,,2025-05-24,,17:25:00,2565.12,-0.020000000000000018,,,0.20699999999999996,-1.031,Exit Condition Met For Trade
144.1,2025-05-24,Saturday,13:30:00,5.84,0.1,CE,2560.0,Sell,2025-05-24,Saturday,17:25:00,7.55,-0.171,-29.28082191780822,2025-05-24,,,Exit Condition Met For Trade
144.2,2025-05-24,Saturday,13:30:00,1.54,0.1,PE,2520.0,Sell,2025-05-24,Saturday,17:25:00,0.01,0.15300000000000002,99.35064935064935,2025-05-24,,,Exit Condition Met For Trade
145,2025-05-25,,13:30:00,2494.52,,,,,2025-05-25,,17:25:00,2495.76,0.67,,,0.67,-0.8740000000000001,Exit Condition Met For Trade
145.1,2025-05-25,Sunday,13:30:00,2.33,0.1,CE,2520.0,Sell,2025-05-25,Sunday,17:25:00,0.01,0.23200000000000004,99.57081545064379,2025-05-25,,,Exit Condition Met For Trade
145.2,2025-05-25,Sunday,13:30:00,4.4,0.1,PE,2480.0,Sell,2025-05-25,Sunday,17:25:00,0.02,0.4380000000000001,99.54545454545455,2025-05-25,,,Exit Condition Met For Trade
146,2025-05-26,,13:30:00,2580.84,,,,,2025-05-26,,17:25:00,2565.2,0.9099999999999999,,,0.9099999999999999,-0.18199999999999994,Exit Condition Met For Trade
146.1,2025-05-26,Monday,13:30:00,4.8,0.1,CE,2600.0,Sell,2025-05-26,Monday,17:25:00,0.01,0.47900000000000004,99.79166666666667,2025-05-26,,,Exit Condition Met For Trade
146.2,2025-05-26,Monday,13:30:00,4.29,0.1,PE,2560.0,Sell,2025-05-26,Monday,17:25:00,0.04,0.42500000000000004,99.06759906759906,2025-05-26,,,Exit Condition Met For Trade
147,2025-05-27,,13:30:00,2607.59,,,,,2025-05-27,,17:25:00,2647.25,-1.23,,,0,-1.5110000000000001,Exit Condition Met For Trade
